record_id,date,crop_type,soil_type,area_sqm,current_moisture_pct,temperature_c,humidity_pct,rainfall_mm,wind_speed_kmh,days_since_last_irrigation,evapotranspiration_mm_day,crop_coefficient_kc,predicted_moisture_24h_pct,recommended_water_mm,irrigation_required,urgency,confidence,next_irrigation_hours,weather_condition,target_moisture_pct,water_saved_vs_fixed_ml
9920,2025-10-01,Rice,Sandy Loam,5453.83,51.9,11.46,50.43,0,10.87,5.83,0.5,1.1,46.8,22.56,1,high,0.77,0,Partly Cloudy,75,43.09
9921,2025-10-01,Cotton,Sandy Loam,19012.11,44.16,20.46,81.01,0,11.5,5.5,0.5,0.96,39.97,4.02,0,low,0.74,72,Overcast,45,463.9
9922,2025-10-01,Cotton,Clay,19845.6,22.93,11.19,74.14,16.23,16.01,7.63,0.5,0.97,21.34,18.93,1,high,0.78,0,Heavy Rain,45,131.58
9923,2025-10-01,Cotton,Loamy,13617.54,48.41,11.88,82.31,0,13.2,1.07,0.5,0.81,48.42,0,0,low,0.71,72,Overcast,45,377.48
9924,2025-10-01,Cotton,Sandy,4867.04,13.04,13,40.85,0,20.8,6.98,0.5,0.88,6.93,30.46,1,critical,0.79,0,Clear,45,51.88
9925,2025-10-02,Wheat,Sandy,12625.29,69.28,12.65,78.56,0,9.86,6.75,0.5,0.83,64.57,0,0,low,0.83,72,Overcast,50,261.6
9926,2025-10-02,Wheat,Loamy,19777.59,35.41,19.04,35.46,0,2.01,6.24,0.5,0.79,29.54,16.37,1,high,0.83,72,Sunny,50,113.33
9927,2025-10-02,Wheat,Peat Mix,4194.14,62.29,19.27,86.63,0,18.06,3.3,0.5,0.72,60.39,0,0,low,0.79,72,Clear,50,66.81
9928,2025-10-02,Tomato,Peat Mix,13972.71,70.37,11.48,82.42,0,24.38,1.32,0.5,1.04,69.91,0,0,low,0.71,72,Clear,65,332.97
9929,2025-10-02,Tomato,Sandy Loam,7397.69,49.67,13.97,57.52,6.95,16.55,9.02,0.5,1.04,43.92,16.86,0,medium,0.71,72,Light Rain,65,44.02
9930,2025-10-02,Tomato,Peat Mix,3065.53,64.2,22.37,71.75,7.63,5.61,9.91,0.5,0.98,57.99,5.61,0,low,0.76,72,Light Rain,65,49.78
9931,2025-10-02,Corn,Peat Mix,14050.46,28.14,16.5,54.65,0,22.57,7.98,0.5,0.97,21.36,26.91,1,high,0.73,0,Sunny,55,132.36
9932,2025-10-02,Corn,Sandy,18271.71,21.75,16.14,49.86,0,19.45,4.91,0.5,0.9,17.39,30.09,1,critical,0.79,0,Overcast,55,192.4
9933,2025-10-02,Corn,Clay,14205.26,47.78,23.06,41.26,1.08,20.15,0.05,0.5,0.91,46.95,6.44,0,low,0.74,72,Light Rain,55,223.87
9934,2025-10-02,Corn,Sandy,5250.97,65.78,14.56,64.51,0,21.56,6.6,0.5,0.93,60.54,0,0,low,0.84,72,Sunny,55,98.51
9935,2025-10-02,Corn,Sandy Loam,10990.53,24.78,12.93,74.57,0,4.18,3.11,0.5,0.84,22.83,25.74,1,high,0.78,0,Partly Cloudy,55,99.02
9936,2025-10-02,Potato,Clay,16167.15,36.68,11.25,60.88,20.18,19.19,8.58,0.5,0.93,34.96,24.03,1,high,0.83,0,Heavy Rain,65,135.97
9937,2025-10-02,Potato,Loamy,17452.44,73.79,20.04,54.06,0,19.4,6.59,0.5,0.92,67.99,0,0,low,0.82,72,Partly Cloudy,65,374.18
9938,2025-10-02,Potato,Peat Mix,18652.66,76.41,18.08,78.2,0,2.46,9.2,0.5,0.92,69.34,0,0,low,0.83,72,Partly Cloudy,65,422.67
9939,2025-10-02,Soybean,Clay Loam,14394.85,47.41,11.22,36.51,0,5.17,2.36,0.5,0.78,45.08,7.94,0,low,0.76,72,Overcast,55,275.37
9940,2025-10-02,Soybean,Clay Loam,5136.5,23.16,23.66,43.59,4.4,3.39,1.49,0.5,0.83,22.15,26.28,1,high,0.78,0,Light Rain,55,47.26
9941,2025-10-02,Soybean,Sandy,4496.07,69.41,12.4,48,0,3.85,4.09,0.5,0.83,65.92,0,0,low,0.75,72,Partly Cloudy,55,73.87
9942,2025-10-02,Vegetables,Clay Loam,10043.77,41.48,14.87,74.6,0,24.57,7.69,0.5,1.03,35.53,23.58,1,high,0.82,47,Clear,65,82.86
9943,2025-10-02,Vegetables,Sandy,16648.72,26.08,20.96,71.82,0,19.04,3.2,0.5,0.92,23.48,33.22,1,critical,0.72,0,Partly Cloudy,65,193.62
9944,2025-10-02,Vegetables,Sandy,10821.47,29,19.6,51.43,0,8.41,0.57,0.5,0.91,27.97,29.62,1,high,0.78,0,Overcast,65,112.22
9945,2025-10-02,Rice,Sandy,9665.61,87.98,20.18,89.96,24.64,18.08,9.08,0.5,1.09,87.2,0,0,low,0.77,72,Heavy Rain,75,145.47
9946,2025-10-02,Rice,Sandy Loam,7212.48,74.33,11.04,46.57,0,19.84,6.52,0.5,1.16,68.51,5.19,0,medium,0.83,72,Overcast,75,131.12
9947,2025-10-02,Rice,Sandy,18551.97,55.12,20.87,81.18,0,22.49,4.68,0.5,1,51.52,18.78,1,high,0.74,0,Partly Cloudy,75,121.89
9948,2025-10-02,Rice,Sandy,18205.23,32.47,15.94,70.47,0,19.78,1.09,0.5,1.1,31.54,34.77,1,critical,0.72,0,Partly Cloudy,75,221.56
9949,2025-10-02,Rice,Peat Mix,12546.4,55.65,14.27,57.77,3.2,15.95,0.33,0.5,1.17,55.74,15.41,1,high,0.85,0,Light Rain,75,67.63
9950,2025-10-02,Cotton,Clay,3702.82,49.39,14.06,42.84,19.47,21.86,3.19,0.5,0.96,51.09,0,0,low,0.71,72,Heavy Rain,45,61.87
9951,2025-10-02,Cotton,Sandy Loam,10879.91,62.47,17.5,45.67,0,14.89,4.51,0.5,0.99,58.12,0,0,low,0.81,72,Sunny,45,183
9952,2025-10-02,Cotton,Loamy,4935.34,52.37,18.15,58.13,0,14.06,3.58,0.5,0.98,49.12,0,0,low,0.82,72,Clear,45,128.81
9953,2025-10-03,Wheat,Peat Mix,12383.1,51.34,11.74,77.94,4.7,10.01,5.38,0.5,0.73,49.05,0.76,0,low,0.77,72,Light Rain,50,283.57
9954,2025-10-03,Wheat,Clay,17504.89,69.94,18.63,60.68,0,10.04,4.98,0.5,0.74,65.92,0,0,low,0.81,72,Overcast,50,339.24
9955,2025-10-03,Wheat,Sandy Loam,11359.64,41.1,22.96,68.3,0,3,2.53,0.5,0.78,39,8.8,0,low,0.73,72,Partly Cloudy,50,101.21
9956,2025-10-03,Wheat,Sandy,14161.8,36.58,12.04,78.3,6.1,2.95,9.64,0.5,0.97,30.93,15.26,0,medium,0.73,72,Light Rain,50,54.81
9957,2025-10-03,Wheat,Peat Mix,3229.59,69.59,15.33,54.89,21.88,9.83,8.49,0.5,0.73,68.24,0,0,low,0.72,72,Heavy Rain,50,81.81
9958,2025-10-03,Wheat,Sandy,17060.56,63.56,11.12,89.5,0,16.23,7.7,0.5,0.91,58.39,0,0,low,0.76,72,Partly Cloudy,50,345.99
9959,2025-10-03,Tomato,Peat Mix,17023.69,52.54,16.98,65.38,0,11.38,9.16,0.5,0.92,45.17,15.86,0,medium,0.73,72,Partly Cloudy,65,8.68
9960,2025-10-03,Tomato,Clay Loam,7907.36,30.79,22.73,67.14,19.3,8.35,6.18,0.5,0.91,30.41,27.67,1,high,0.8,0,Heavy Rain,65,76.54
9961,2025-10-03,Tomato,Sandy Loam,5446.74,46.71,18.64,38.19,0,5.16,0.27,0.5,0.91,45.57,15.54,0,medium,0.74,72,Clear,65,36.55
9962,2025-10-03,Tomato,Clay Loam,8672.16,47.98,18.24,72.49,9.35,17.65,3.91,0.5,0.93,47.29,14.17,0,medium,0.82,72,Heavy Rain,65,33.56
9963,2025-10-03,Corn,Sandy Loam,10866.84,72.7,13.88,86.17,0,11.17,8.08,0.5,0.89,67.01,0,0,low,0.76,72,Overcast,55,209.62
9964,2025-10-03,Corn,Loamy,12109.54,65.28,15.75,49.23,0,13.74,7.2,0.5,0.84,59.16,0,0,low,0.74,72,Partly Cloudy,55,289.78
9965,2025-10-03,Corn,Sandy,19340.92,65.72,21.36,63.7,0,21.17,3.11,0.5,0.84,63.03,0,0,low,0.73,72,Clear,55,419.89
9966,2025-10-03,Potato,Clay Loam,1587.12,58.25,16.25,36.27,0,21.29,3.71,0.5,0.94,54.38,8.5,0,low,0.83,72,Sunny,65,27.92
9967,2025-10-03,Potato,Clay,3014.31,51.41,14.53,67.06,0,17.21,8.29,0.5,0.82,45.04,15.97,0,medium,0.79,72,Clear,65,0
9968,2025-10-03,Potato,Clay,12281.83,31.84,14.94,47.31,0,5.13,5.8,0.5,0.92,26.72,30.62,1,critical,0.84,0,Partly Cloudy,65,131.66
9969,2025-10-03,Potato,Sandy,2246.66,77.73,11.06,41.16,0,13.84,1.7,0.5,0.94,75.88,0,0,low,0.77,72,Clear,65,49.83
9970,2025-10-03,Potato,Clay Loam,3988.09,42.7,15.74,58.66,0,7.93,5.46,0.5,0.86,38.23,21.42,1,high,0.76,0,Sunny,65,29.91
9971,2025-10-03,Soybean,Clay Loam,15570.26,69.75,21.22,52.67,0,17.46,8.98,0.5,0.77,62.12,0,0,low,0.77,72,Partly Cloudy,55,264.69
9972,2025-10-03,Soybean,Clay,4989.45,69.81,11,86.32,0,19.25,8.2,0.5,0.85,64.23,0,0,low,0.78,72,Partly Cloudy,55,148.29
9973,2025-10-03,Soybean,Clay Loam,19958.95,59.22,15.22,77.24,0,19.58,7.41,0.5,0.79,53.86,0.91,0,low,0.8,72,Overcast,55,559.05
9974,2025-10-03,Soybean,Clay Loam,2947.11,52.27,19.6,48.49,0,19.73,0.7,0.5,0.83,51.15,3.08,0,low,0.83,72,Clear,55,51.66
9975,2025-10-03,Vegetables,Sandy Loam,16574.2,49.48,12.22,39.82,0,15.38,1.05,0.5,0.97,48.01,13.59,0,low,0.82,72,Clear,65,69.28
9976,2025-10-03,Vegetables,Clay Loam,11599.96,58.26,22.26,89.4,0,11.13,5.05,0.5,1.08,54.44,8.45,0,low,0.77,72,Clear,65,141.52
9977,2025-10-03,Vegetables,Sandy,8338.21,45.18,14.67,71.94,0,8.03,2.51,0.5,0.94,43.42,17.26,0,medium,0.81,72,Clear,65,81.88
9978,2025-10-03,Vegetables,Loamy,7427.85,46.82,16.61,72,16.05,11.35,5.32,0.5,1.1,46.53,14.78,0,medium,0.71,72,Heavy Rain,65,91.07
9979,2025-10-03,Vegetables,Clay,3606.43,37.06,20.38,79.88,0,12.07,4.69,0.5,1.03,33.4,25.28,1,high,0.74,0,Clear,65,31.92
9980,2025-10-03,Rice,Peat Mix,14976.26,80.04,13.88,43.68,0,20.83,0.27,0.5,1.03,79.15,0,0,low,0.71,72,Clear,75,303.87
9981,2025-10-03,Rice,Sandy,14753.64,41.52,15.94,78.23,0,2.15,1.42,0.5,1.06,40.61,27.51,1,high,0.75,0,Sunny,75,142.08
9982,2025-10-03,Rice,Loamy,8410.71,44.28,14.39,69.53,2.91,21.29,4.93,0.5,1.18,40.95,27.24,1,high,0.75,0,Light Rain,75,80.15
9983,2025-10-03,Rice,Clay,12718.05,57.58,15.35,68.29,0,24.19,1.25,0.5,1.03,56.57,14.74,1,high,0.73,0,Clear,75,65.63
9984,2025-10-03,Rice,Sandy Loam,14799.13,50.31,23.98,78.35,0,19.7,8.26,0.5,1.13,43.44,25.25,1,high,0.84,0,Sunny,75,130.82
9985,2025-10-03,Rice,Loamy,15589.57,74.77,18.91,68.24,0,13.94,9.13,0.5,1.2,67.07,6.34,0,medium,0.73,72,Sunny,75,229.01
9986,2025-10-03,Cotton,Loamy,13037.12,21.3,18.3,84.14,0,22.77,6.61,0.5,0.87,16.53,22.78,1,high,0.78,0,Clear,45,103.91
9987,2025-10-03,Cotton,Loamy,7685.89,28.99,23.05,86.64,4.43,17.72,8.25,0.5,0.98,23.72,17.02,1,high,0.79,72,Light Rain,45,45.81
9988,2025-10-03,Cotton,Clay Loam,5874.18,52.35,14.62,66.54,3.23,18.53,1.73,0.5,0.92,51.89,0,0,low,0.83,72,Light Rain,45,145.91
9989,2025-10-03,Cotton,Clay,17579.94,49.01,22.26,87.76,0,22.31,8.73,0.5,0.9,42.42,2.06,0,low,0.85,72,Overcast,45,434.05
9990,2025-10-03,Cotton,Peat Mix,10266.81,60.49,15.33,71.66,0,18.75,0.09,0.5,0.88,60.7,0,0,low,0.85,72,Sunny,45,250.1
9991,2025-10-03,Cotton,Loamy,18178.9,13.34,19.19,54.44,2.5,12.75,6.18,0.5,0.89,8.58,29.14,1,critical,0.75,0,Light Rain,45,185.42
9992,2025-10-04,Wheat,Clay Loam,15751.13,36.54,18.2,82.15,0,10.38,1.09,0.5,0.85,36.16,11.07,0,low,0.75,72,Clear,50,224.93
9993,2025-10-04,Wheat,Peat Mix,13025.46,47.62,23.85,86.35,0,15.08,8.03,0.5,0.94,41.42,6.86,0,low,0.73,72,Clear,50,247.35
9994,2025-10-04,Wheat,Sandy,6960.67,53.83,21.43,64.24,0,6.75,5.77,0.5,0.88,48.97,0.82,0,low,0.71,72,Partly Cloudy,50,181.33
9995,2025-10-04,Wheat,Sandy Loam,19649.74,66.44,21.65,65.04,0,5.33,6.98,0.5,0.95,60.54,0,0,low,0.84,72,Clear,50,403.61
9996,2025-10-04,Wheat,Peat Mix,17255.3,40.82,13.74,35.52,0,19.91,8.08,0.5,0.71,33.85,12.92,0,medium,0.84,72,Sunny,50,285.06
9997,2025-10-04,Tomato,Sandy Loam,1092.98,21.73,21.43,89.18,0,16.91,6.07,0.5,0.93,17.32,38.14,1,critical,0.72,0,Partly Cloudy,65,14.59
9998,2025-10-04,Tomato,Loamy,18976.86,37.58,18.87,87,6.42,20.22,6.11,0.5,1.1,34.59,24.33,1,high,0.82,0,Light Rain,65,161.68
9999,2025-10-04,Tomato,Clay Loam,6882.95,28.91,22.69,49.73,0,16.99,5.09,0.5,0.94,24.02,32.78,1,high,0.81,0,Overcast,65,78.95
10000,2025-10-04,Tomato,Peat Mix,10779.51,77.74,21.62,55.02,0,24.65,7.48,0.5,0.94,71.15,0,0,low,0.76,72,Overcast,65,259.36
10001,2025-10-04,Tomato,Sandy,6872.01,57.06,12.67,75.58,0,7.02,5.44,0.5,0.98,53.12,9.5,0,low,0.79,72,Overcast,65,101.09
10002,2025-10-04,Tomato,Loamy,9303.81,66.13,18.52,80.53,0,15.9,2.88,0.5,1.01,64.05,0.76,0,low,0.77,72,Overcast,65,181.42
10003,2025-10-04,Corn,Peat Mix,7583.43,52.01,23.37,61.67,0,4.8,1.22,0.5,0.99,50.48,3.62,0,low,0.72,72,Partly Cloudy,55,176.92
10004,2025-10-04,Corn,Peat Mix,14881.58,49.1,20.66,78.49,19.61,11.52,0.67,0.5,0.83,53.75,1,0,low,0.82,72,Heavy Rain,55,372.04
10005,2025-10-04,Corn,Sandy Loam,5690.54,32.43,13.31,75.9,10.12,20.03,3.55,0.5,0.91,32.59,17.93,1,high,0.79,0,Heavy Rain,55,35.74
10006,2025-10-04,Corn,Loamy,9548.95,32.13,20.19,48.17,0,17.86,3.88,0.5,0.8,28.46,21.23,1,high,0.83,0,Sunny,55,70.95
10007,2025-10-04,Corn,Clay Loam,12048.35,67.3,19.54,65.18,0,23.55,0.73,0.5,0.84,66.64,0,0,low,0.71,72,Sunny,55,203.14
10008,2025-10-04,Potato,Loamy,1299.28,25.62,23.22,84.09,0,20.76,9.33,0.5,0.95,18.33,37.34,1,critical,0.79,0,Partly Cloudy,65,16.98
10009,2025-10-04,Potato,Loamy,11050.34,27.83,15.72,51.44,8.85,23.62,2.09,0.5,0.88,28.03,29.58,1,high,0.82,0,Heavy Rain,65,114.37
10010,2025-10-04,Potato,Clay Loam,14509.17,41.42,23.51,73.67,5.29,20.62,5.87,0.5,0.89,37.97,21.62,1,high,0.77,0,Light Rain,65,109.83
10011,2025-10-04,Soybean,Sandy,7314.97,21.94,20.05,38.96,0,9.75,3.09,0.5,0.8,18.63,29.1,1,high,0.73,0,Clear,55,74.54
10012,2025-10-04,Soybean,Sandy Loam,8336.26,23.55,14.29,59.06,0,2.61,3.85,0.5,0.72,20.63,27.5,1,high,0.76,0,Sunny,55,80.28
10013,2025-10-04,Soybean,Loamy,8728.82,40.62,17.66,84.56,0,17.58,5.1,0.5,0.77,37.23,14.22,0,low,0.8,72,Partly Cloudy,55,133.9
10014,2025-10-04,Vegetables,Sandy,15131.31,51.56,22.12,73.54,1.51,12.47,5.29,0.5,0.94,47.63,13.9,0,medium,0.7,72,Light Rain,65,79.89
10015,2025-10-04,Vegetables,Peat Mix,18836.22,48.65,12.06,46.29,5.22,19.2,5.45,0.5,1.06,45.06,15.95,0,medium,0.8,72,Light Rain,65,104.35
10016,2025-10-04,Vegetables,Clay,12472.68,30.82,16.46,64.37,0,9.19,7.72,0.5,0.94,24.58,32.34,1,high,0.71,0,Clear,65,141.19
10017,2025-10-04,Vegetables,Peat Mix,1347.4,30.85,21.64,88.56,0,23.85,8.62,0.5,1.09,24.17,32.66,1,high,0.72,0,Overcast,65,15.4
10018,2025-10-04,Rice,Clay,13651.08,38.57,11.27,37.03,0,20.16,3.43,0.5,1.13,34.96,32.03,1,critical,0.71,0,Overcast,75,153.03
10019,2025-10-04,Rice,Sandy,2150.16,58.32,20.55,50.49,0,23.44,1.07,0.5,1.16,56.5,14.8,1,high,0.85,0,Overcast,75,11.14
10020,2025-10-04,Rice,Loamy,19018.31,78.48,23.71,61.06,0,10.32,2.63,0.5,1.15,75.58,0,0,low,0.77,72,Sunny,75,502.46
10021,2025-10-04,Rice,Sandy,12989.64,84.16,19.65,77.41,5.58,13.67,9.23,0.5,1.03,78.22,0,0,low,0.72,72,Light Rain,75,274.34
10022,2025-10-04,Cotton,Sandy,6066.79,23.49,15.61,85.45,0,6.36,7.89,0.5,0.82,17.94,21.65,1,high,0.79,0,Partly Cloudy,45,45.99
10023,2025-10-04,Cotton,Sandy Loam,16490.03,21.41,12.67,46.36,0,13.15,0.14,0.5,0.88,20.96,19.23,1,high,0.71,0,Sunny,45,110.98
10024,2025-10-04,Cotton,Clay,4771.17,41.63,12.34,88.33,9.11,8.03,0.3,0.5,0.83,44.66,0.27,0,low,0.74,72,Heavy Rain,45,71.23
10025,2025-10-04,Cotton,Sandy,9713.85,16.67,23.97,56.63,0,22.17,9.59,0.5,0.94,8.32,29.34,1,critical,0.8,0,Clear,45,99.76
10026,2025-10-05,Wheat,Sandy,16086.56,65.18,17.23,72.99,0,11.84,0.98,0.5,0.86,64.65,0,0,low,0.71,72,Partly Cloudy,50,264.78
10027,2025-10-05,Wheat,Sandy,9223.75,54.26,23.99,48.85,0,2.74,0.52,0.5,0.9,52.99,0,0,low,0.82,72,Clear,50,177.1
10028,2025-10-05,Wheat,Clay Loam,1997.76,44.08,21.57,74.74,0,12.56,5.8,0.5,0.73,39.69,8.25,0,low,0.8,72,Overcast,50,36.46
10029,2025-10-05,Tomato,Clay Loam,14543.68,28.19,23.95,55.69,0,18.9,1,0.5,0.96,26.66,30.67,1,high,0.83,0,Clear,65,156.05
10030,2025-10-05,Tomato,Loamy,1744.26,44.31,12.76,86.2,0,24.63,8.61,0.5,0.92,38.22,21.42,1,high,0.83,72,Sunny,65,13.08
10031,2025-10-05,Tomato,Sandy Loam,2970.5,29.72,19.36,60.98,8.39,19.97,5.1,0.5,1.04,27.3,30.16,1,high,0.85,0,Heavy Rain,65,31.37
10032,2025-10-05,Tomato,Peat Mix,11187.01,63.02,21.34,81.33,7.07,18.13,5.28,0.5,0.95,60.75,3.4,0,low,0.84,72,Light Rain,65,219.27
10033,2025-10-05,Corn,Clay,14007.65,53.3,13.31,47.65,5.16,19.99,8.32,0.5,0.95,47.51,5.99,0,low,0.72,72,Light Rain,55,195.13
10034,2025-10-05,Corn,Clay Loam,8739.29,33.02,23.06,58.43,0,10.47,8.84,0.5,0.94,25.37,23.7,1,high,0.83,0,Partly Cloudy,55,72.54
10035,2025-10-05,Corn,Clay,12399.35,48.78,11.79,45.55,0,4.59,2.18,0.5,0.86,46.74,6.61,0,low,0.76,72,Clear,55,155.74
10036,2025-10-05,Potato,Clay Loam,14042.83,76.09,20.94,73.67,0,4.75,9.9,0.5,0.94,68.16,0,0,low,0.78,72,Partly Cloudy,65,380.84
10037,2025-10-05,Potato,Loamy,7318.2,58.87,12.74,84,7.48,24.45,0.2,0.5,0.88,61.36,2.91,0,low,0.73,72,Light Rain,65,97.92
10038,2025-10-05,Potato,Peat Mix,1412.94,51.69,17.57,84.73,0,15.87,1.8,0.5,0.92,50.76,11.39,0,medium,0.73,72,Sunny,65,15.77
10039,2025-10-05,Soybean,Clay,6960.72,40.72,21.72,71.4,4.1,10.36,0.15,0.5,0.79,41.69,10.65,0,low,0.71,72,Light Rain,55,119.59
10040,2025-10-05,Soybean,Peat Mix,8318.38,43.73,19.03,76.54,5.64,3.88,3.96,0.5,0.73,42.4,10.08,0,low,0.73,72,Light Rain,55,76.2
10041,2025-10-05,Soybean,Clay,1707.2,60.36,17.71,79.05,12.15,2.87,1.61,0.5,0.8,62.6,0,0,low,0.84,72,Heavy Rain,55,49.65
10042,2025-10-05,Soybean,Clay,16783.42,38.31,16.27,41.72,0,14.2,3,0.5,0.75,35.41,15.67,0,medium,0.84,72,Overcast,55,67.13
10043,2025-10-05,Soybean,Peat Mix,14203.01,38.26,19.19,89.69,0,7.49,4.82,0.5,0.84,35.09,15.93,0,medium,0.74,72,Clear,55,162.06
10044,2025-10-05,Soybean,Sandy Loam,11067.84,20.18,16.02,83.44,9.81,5.17,8.43,0.5,0.83,16.55,30.76,1,critical,0.83,0,Heavy Rain,55,119.2
10045,2025-10-05,Vegetables,Sandy Loam,4354.33,52.41,21.18,70.87,14.8,3.15,5.65,0.5,0.93,51.49,10.81,0,low,0.71,72,Heavy Rain,65,25.82
10046,2025-10-05,Vegetables,Clay Loam,19227.32,23.14,18.1,36.02,0,11.37,9.3,0.5,1.05,14.56,40.35,1,critical,0.81,0,Sunny,65,271.49
10047,2025-10-05,Vegetables,Clay Loam,8270.65,33.7,19.22,59.97,0,6.17,9.77,0.5,0.98,25.5,31.6,1,high,0.75,0,Overcast,65,91.47
10048,2025-10-05,Vegetables,Loamy,9434.94,56.38,21.52,49.54,0,13.24,7.01,0.5,1.06,49.86,12.11,0,low,0.74,72,Overcast,65,72.74
10049,2025-10-05,Vegetables,Sandy Loam,15598.97,75.56,17.52,89.41,0,8.15,6.71,0.5,0.99,70.76,0,0,low,0.77,72,Partly Cloudy,65,318.37
10050,2025-10-05,Rice,Clay Loam,4269.93,86.65,16.84,83.74,0,3.96,8.1,0.5,1.09,80.48,0,0,low,0.78,72,Clear,75,102.44
10051,2025-10-05,Rice,Sandy Loam,19426.53,48.78,19.44,66.21,1.54,19.09,8.49,0.5,1.05,42.07,26.34,1,high,0.72,0,Light Rain,75,179.11
10052,2025-10-05,Rice,Loamy,16523.58,68.19,11.13,53.89,1.8,9.05,3.39,0.5,1.06,65.66,7.47,0,medium,0.73,72,Light Rain,75,242.07
10053,2025-10-05,Rice,Sandy,6954.45,85.09,18.66,53.5,0,16.12,8.5,0.5,1.13,77.55,0,0,low,0.85,72,Partly Cloudy,75,115.79
10054,2025-10-05,Rice,Clay,6087.17,66.46,18.51,46.06,9.53,3.67,4.86,0.5,1.05,64.1,8.72,0,medium,0.75,72,Heavy Rain,75,128.44
10055,2025-10-05,Cotton,Sandy,19407.46,21.4,16.12,36.85,0,11.2,4.69,0.5,0.92,16.8,22.56,1,high,0.84,0,Overcast,45,153.32
10056,2025-10-05,Cotton,Clay,2000.65,54.37,13.19,53.21,21.81,11.37,8.2,0.5,0.94,53.02,0,0,low,0.7,72,Heavy Rain,45,39.39
10057,2025-10-05,Cotton,Sandy Loam,3745.26,35.39,16.79,45.05,0,9.42,8,0.5,0.84,28.45,13.24,0,medium,0.72,72,Sunny,45,46.07
10058,2025-10-05,Cotton,Sandy,12382.33,33.72,15.71,47.88,1.51,5.76,3.49,0.5,0.99,30.72,11.42,0,low,0.8,72,Light Rain,45,159.11
10059,2025-10-05,Cotton,Clay,12850.47,50.09,17.2,37.4,6.79,2.9,5.76,0.5,0.85,46.38,0,0,low,0.81,72,Light Rain,45,233.49
10060,2025-10-05,Cotton,Clay Loam,15396.48,52.05,15.73,72.95,0,10.31,8.27,0.5,0.97,45.62,0,0,low,0.8,72,Overcast,45,449.73
10061,2025-10-06,Wheat,Sandy Loam,2892.07,53.49,16.13,51.14,6.18,24.3,4.89,0.5,0.84,50.8,0,0,low,0.79,72,Light Rain,50,71.69
10062,2025-10-06,Wheat,Clay Loam,16490.94,61.52,15.67,64.74,7.47,9.54,5.83,0.5,0.73,58.97,0,0,low,0.74,72,Light Rain,50,436.02
10063,2025-10-06,Wheat,Sandy Loam,6487.7,57.29,16.58,56.85,0,4.7,4.14,0.5,0.92,53.7,0,0,low,0.71,72,Partly Cloudy,50,107.63
10064,2025-10-06,Tomato,Sandy Loam,4239.46,27.69,16.53,75.3,23.35,18.57,1.1,0.5,0.92,32.93,25.66,1,high,0.79,0,Heavy Rain,65,38.07
10065,2025-10-06,Tomato,Clay Loam,11735.11,46.95,11.73,41.9,14.7,23.28,9.62,0.5,1.02,42.32,18.14,0,medium,0.73,72,Heavy Rain,65,72.88
10066,2025-10-06,Tomato,Sandy Loam,6805.3,41.6,13.89,83,9.74,7.19,0.93,0.5,1.04,43.79,16.97,0,medium,0.79,51,Heavy Rain,65,35.59
10067,2025-10-06,Corn,Clay Loam,12536.02,69.01,19.18,53.29,0,3.63,4.9,0.5,0.84,64.68,0,0,low,0.81,72,Partly Cloudy,55,262.25
10068,2025-10-06,Corn,Sandy Loam,8358.17,67.31,15.09,60.55,11.66,23.2,1.18,0.5,0.87,69.26,0,0,low,0.72,72,Heavy Rain,55,141.25
10069,2025-10-06,Corn,Peat Mix,3095.08,30.46,14.76,56.62,0,3.09,1.71,0.5,0.81,29.04,20.77,1,high,0.75,0,Sunny,55,22.5
10070,2025-10-06,Corn,Clay,15048.79,58.41,20,60.27,20.8,22.01,6.11,0.5,0.97,58.32,0,0,low,0.84,72,Heavy Rain,55,394.73
10071,2025-10-06,Corn,Loamy,17321.54,31.3,22.13,43.76,0,10.89,6.92,0.5,0.9,24.85,24.12,1,high,0.82,0,Partly Cloudy,55,146.19
10072,2025-10-06,Corn,Peat Mix,6727.69,64.95,15.31,60.95,0,19.49,5.1,0.5,0.97,60.72,0,0,low,0.79,72,Overcast,55,135.9
10073,2025-10-06,Potato,Sandy,19156.35,24.9,22.36,56.25,0,5.53,1.89,0.5,0.91,22.82,33.74,1,critical,0.76,0,Clear,65,226.24
10074,2025-10-06,Potato,Clay Loam,7349.52,25.64,21.2,49.62,0,13.47,7.91,0.5,0.85,18.68,37.06,1,critical,0.79,0,Overcast,65,95.32
10075,2025-10-06,Potato,Clay,10117.41,50.76,23.17,54.94,0,21.87,0.2,0.5,0.9,49.96,12.03,0,medium,0.7,72,Clear,65,102.49
10076,2025-10-06,Potato,Sandy,13829.09,37.76,18.63,63.26,0,3.96,2.65,0.5,0.94,35.43,23.66,1,high,0.74,0,Partly Cloudy,65,114.5
10077,2025-10-06,Soybean,Loamy,14097.87,47.72,12.26,70.43,5.48,18.67,3.77,0.5,0.87,46.49,6.81,0,low,0.8,72,Light Rain,55,211.89
10078,2025-10-06,Soybean,Loamy,5799.13,66.44,17.57,68.52,0,16.04,1.42,0.5,0.87,65.39,0,0,low,0.74,72,Clear,55,112.21
10079,2025-10-06,Soybean,Sandy,1826.55,53.09,15.64,85.12,0,23.32,7.49,0.5,0.84,47.82,5.74,0,low,0.71,72,Sunny,55,29.26
